image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,n_HistLEN,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth_HistWID,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,Unnamed: 13,texture_mean_asmmean.,texture_mean_contrastmean.,texture_mean_correlationmean.,texture_mean_dissimilaritymean.,texture_mean_glcmmeanmean.,texture_mean_glcmvariancemean.,texture_mean_homogeneitymean.,texture_median_asmmean.,texture_median_contrastmean.,texture_median_correlationmean.,texture_median_dissimilaritymean.,texture_median_glcmmeanmean.,texture_median_glcmvariancemean.,texture_median_homogeneitymean.,texture_std_asmmean.,texture_std_contrastmean.,texture_std_correlationmean.,texture_std_dissimilaritymean.,texture_std_glcmmeanmean.,texture_std_glcmvariancemean.,texture_std_homogeneitymean.,concentration_sosvh,type_entro,roi_sosvh,texture3d_mean_autoc,texture3d_mean_contr,texture3d_mean_corrm,texture3d_mean_corrp,texture3d_mean_cprom,texture3d_mean_cshad,texture3d_mean_denth,texture3d_mean_dissi,texture3d_mean_dvarh,texture3d_mean_energ,texture3d_mean_entro,texture3d_mean_homom,texture3d_mean_homop,texture3d_mean_idmnc,texture3d_mean_indnc,texture3d_mean_inf1h,texture3d_mean_inf2h,texture3d_mean_maxpr,texture3d_mean_savgh,texture3d_mean_senth,texture3d_mean_sosvh,texture3d_mean_svarh,texture3d_median_autoc,texture3d_median_corrm,texture3d_median_corrp,texture3d_median_cprom,texture3d_median_cshad,texture3d_median_denth,texture3d_median_dissi,texture3d_median_dvarh,texture3d_median_energ,texture3d_median_entro,texture3d_median_homom,texture3d_median_homop,texture3d_median_idmnc,texture3d_median_indnc,texture3d_median_inf1h,texture3d_median_inf2h,texture3d_median_maxpr,texture3d_median_savgh,texture3d_median_senth,texture3d_median_sosvh,texture3d_median_svarh,texture3d_std_autoc,texture3d_std_contr,texture3d_std_corrm,texture3d_std_corrp,texture3d_std_cprom,texture3d_std_cshad,texture3d_std_denth,texture3d_std_dissi,texture3d_std_dvarh,texture3d_std_energ,texture3d_std_entro,texture3d_std_homom,texture3d_std_homop,texture3d_std_idmnc,texture3d_std_indnc,texture3d_std_inf1h,texture3d_std_inf2h,texture3d_std_maxpr,texture3d_std_savgh,texture3d_std_senth,texture3d_std_sosvh,texture3d_std_svarh,distance3d_corrp,neighbor3d_cshad,bin_num3d_indnc
appliedMASKiso_flu_2mgml_roi1_8bit.ome,8,60.94411538,52.40358974,0.926064359,3.912610256,34.824,40.895,0.93224,3.9492,39.0,58.27090553,22.67359841,0.041156296,0.683068018,8.0,4225.0,29.0232,3424.0,135.0,25.363,12.0,1.261,0.0244,0.1203,0.2796,131072.0,,0.6660166382789612,1029.8050537109375,0.5523576736450195,11.671995162963867,14.21162223815918,1254.889892578125,0.8149464726448059,0.6777476072311401,960.3582763671875,0.5831074118614197,10.910754203796387,12.861266136169434,1203.768310546875,0.8286167979240417,0.17087842524051666,541.7769165039062,0.1359318494796753,6.181819438934326,9.033191680908203,700.7799072265625,0.10636711865663528,2mgml,flu,roi1,17731.741250317016,7035.385857675975,28116.65106201172,28602.020378112793,752.8424269720757,28255.87107849121,30347.30832582679,18190.564534808906,7035.3852785999225,23303.723433933552,27595.775961909665,50615.344344407815,50237.83939893482,64950.75507227999,62059.012046664975,64469.09720611572,20213.85268169724,32130.23497337053,33816.557443570884,30339.651396216705,16513.244293685013,15569.776883083947,17234.0,27404.0,28589.0,219.0,28206.0,29243.5,17742.0,6018.0,20977.5,26339.5,50230.0,50066.5,65024.0,62072.0,65535.0,18483.0,30809.0,33613.5,29532.5,16210.0,15666.0,4476.53421331306,4221.899592637589,3660.1892023252476,270.0979147161494,1587.362743286449,403.81239540120555,7117.772191027017,7206.194276533896,4221.898878414098,12100.003889132377,10473.062700293363,5353.99848483416,5772.593138057401,345.5852357067458,1382.252184591403,4148.34192762888,11735.96563901104,12495.5523453799,4064.798507488047,9884.864668408805,4849.275618724836,3516.3412275326864,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,9,55.94506571,52.19654286,0.940504857,3.984082857,34.902,48.773,0.94659,3.7742,35.0,57.0216834,18.20205322,0.02963632,0.91607772,9.0,3597.0,34.4395,3002.0,101.0,29.7228,19.0,1.2176,0.0171,0.1028,0.3095,131072.0,,0.6993622183799744,950.9281005859375,0.599847137928009,10.378655433654785,14.049881935119629,1335.6968994140625,0.8345916867256165,0.7132441401481628,904.91455078125,0.6280296444892883,9.798501968383789,12.311552047729492,1240.4229736328125,0.8491885662078857,0.17052410542964935,542.2547607421875,0.12993748486042023,5.997217655181885,9.86056900024414,826.6221313476562,0.10485722869634628,2mgml,flu,roi1,19344.79102373887,6591.107260233044,28065.27244567871,28604.119369506836,796.8189423364207,28251.837310791016,29373.894831192112,16874.738347774128,6591.106812070511,25232.632863501483,26630.865401852407,51641.859792284864,51268.44310089021,64983.816691394655,62288.95971810089,64577.43766784668,20934.420334578528,34584.298293768545,35364.348516320475,29424.175829100688,18184.966172106826,17308.53234421365,18358.0,27404.0,28589.0,218.0,28206.0,28696.0,16237.0,5587.5,23155.0,25515.5,51583.0,51394.0,65059.0,62363.0,65535.0,19270.0,34642.0,34683.0,28839.5,17050.5,17289.5,4454.738852962595,4359.314218775723,3509.6921111690217,324.36535992824486,1755.597555378302,427.3432939505617,7889.929111028076,7826.090639022947,4359.314109041596,13042.991117752767,11251.297613520328,5742.9997825310675,6170.447598024574,355.2277033395814,1470.66923751287,4037.6700714976573,11993.109846769623,13476.710482381513,3833.9126295972164,10771.092375572156,4773.400583862502,3415.122601014897,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,10,75.06896061,53.562,0.935439091,3.883033333,42.274,45.629,0.93653,3.9541,33.0,62.20843501,20.53087859,0.022305054,0.710095289,10.0,3719.0,33.2441,3060.0,115.0,26.6087,15.0,1.2284,0.0275,0.1013,0.2852,131072.0,,0.697085440158844,969.446044921875,0.6084619760513306,10.462122917175293,14.587983131408691,1418.9349365234375,0.8336203098297119,0.7031418681144714,944.5936889648438,0.6317433714866638,10.178131103515625,12.976238250732422,1326.87109375,0.8434078693389893,0.1664285808801651,519.890625,0.12809807062149048,5.719499111175537,10.091859817504883,885.0790405273438,0.10137521475553513,2mgml,flu,roi1,20197.6462789997,6053.34239914913,28000.97509765625,28609.01277923584,767.786826711236,28255.992668151855,27749.5649927828,15349.13705082428,6053.341791384943,28486.198478457365,24651.25465319456,52970.05905393191,52612.47295872251,65030.07208496535,62590.951943356435,64639.10189819336,20860.640894681226,37475.24442603194,36165.89010244049,27400.101192737216,18997.83549261826,18513.209400421812,18952.5,27404.0,28589.0,182.0,28206.0,27599.0,14493.0,4997.0,26315.0,24001.0,53196.5,52999.5,65112.0,62721.0,65535.0,18468.0,38436.0,35245.0,27279.0,17529.0,18307.5,4360.121807199429,4522.026580968153,3398.388681077515,466.57556004549974,1731.247966284859,427.501175817058,9173.06584368116,8512.999081686326,4522.025645634563,15208.797664964517,12261.201509700242,6367.661736275288,6791.189291003288,369.64983960222247,1606.1444503626822,3959.910350408087,12399.936578843824,15066.684147489077,3649.033893908455,11932.312461077465,4631.823698803087,3118.3720574172153,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,11,67.87842632,58.53931579,0.937490263,3.828971053,45.559,52.5055,0.94193,3.74045,38.0,57.13400377,26.58130085,0.024851271,0.798262833,11.0,3809.0,32.4114,3149.0,118.0,26.6864,17.0,1.2441,0.0163,0.1078,0.2722,131072.0,,0.6867288947105408,994.3750610351562,0.6039596796035767,10.791853904724121,14.869315147399902,1439.09814453125,0.8282437920570374,0.6916620135307312,965.2070922851562,0.6309926509857178,10.485860824584961,13.190339088439941,1315.2442626953125,0.8370442390441895,0.16127948462963104,499.41156005859375,0.1274406462907791,5.52178955078125,9.748881340026855,882.9234619140625,0.09740138798952103,2mgml,flu,roi1,20089.524918589836,6090.192508773186,28026.279777526855,28609.805465698242,738.5050490582253,28259.681594848633,27662.58382869011,15395.208193081717,6090.191792594715,28817.710462976072,24501.235551099333,52989.06633158714,52623.79774883194,65028.61298315164,62592.30935862948,64580.65650177002,20662.00993485342,37670.89197224975,36051.94825145123,27176.24342906252,18811.85063004389,18458.88722922271,18882.5,27404.0,28589.0,175.0,28206.0,27412.0,14613.0,5099.0,26330.0,23680.0,53096.0,52895.0,65105.0,62698.5,65535.0,18529.0,38121.0,35177.0,26939.0,17435.0,18416.0,4548.579615887549,4591.315356272909,3468.2605585548163,496.3882549326113,1578.9239314278877,426.3599405097241,9408.534669991986,8678.234634860766,4591.314980970636,15532.423516467175,12315.393636554254,6528.522787115071,6955.749786143789,376.04879258678807,1643.190913489724,4017.9197558926526,12020.80767437712,15248.980758309415,3828.154218959561,12010.312311077094,4881.967860974169,3387.376314955143,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,12,67.26356,56.20328571,0.936180857,4.099605714,51.072,46.417,0.93919,3.9546,35.0,56.99447868,25.58930402,0.038666195,0.840537336,12.0,3934.0,31.318,3278.0,124.0,26.4355,17.0,1.2501,0.0205,0.1112,0.2236,131072.0,,0.6871597170829773,989.1342163085938,0.5887622833251953,10.802485466003418,14.504934310913086,1389.71435546875,0.8288043141365051,0.7025463581085205,952.8128662109375,0.6105345487594604,10.278878211975098,12.337911605834961,1220.171142578125,0.8435627818107605,0.15665273368358612,473.131591796875,0.13255919516086578,5.2944254875183105,9.368927001953125,843.9959106445312,0.09490588307380676,2mgml,flu,roi1,19872.81836272559,6451.471616932686,28063.012168884277,28606.549598693848,813.6682859125607,28263.437606811523,28472.00451075642,16121.263775156141,6451.471339347675,27637.97817882385,25404.156904927135,52450.29609551911,52050.37075413436,64999.131132917035,62456.698552116926,64522.10115814209,20780.820266501396,36680.35517738283,35851.00054896041,28089.83282442748,18627.298565840938,18088.033212104576,18712.0,27404.0,28589.0,196.0,28206.0,28124.0,15473.0,5365.0,24944.0,24566.0,52428.0,52206.0,65081.0,62536.0,65535.0,18897.0,36710.0,35025.0,27814.0,17351.0,18083.0,4508.191940536371,4813.548042124848,3532.3470845504903,394.82515127849166,1771.4153363880384,454.9639105076514,9272.558987548404,8757.246158513779,4813.547982970822,15071.028716787894,12311.381295190851,6475.639870144736,6939.705627204999,392.7451293083287,1650.3609313673394,4114.119059258809,11629.587858897657,14901.53082502685,3830.610468150495,11906.5365055604,4872.765133273915,3370.615985462059,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,13,67.62872,60.9296,0.928205667,3.993053333,46.7465,52.004,0.934705,3.8009,30.0,59.34169109,26.17395062,0.034121157,0.913801207,13.0,3886.0,31.7295,3162.0,113.0,27.9823,16.0,1.2442,0.0249,0.107,0.2013,131072.0,,0.6967740654945374,984.2865600585938,0.5671920776367188,10.653332710266113,13.77572250366211,1323.7030029296875,0.8348456025123596,0.7200246453285217,925.5266723632812,0.5880475640296936,9.948326110839844,11.538325309753418,1129.9029541015625,0.853291928768158,0.15167425572872162,471.9845886230469,0.1428554207086563,5.199577331542969,8.962215423583984,818.1400146484375,0.09128263592720032,2mgml,flu,roi1,19591.98423568015,6873.551731570628,28032.760055541992,28605.51323699951,930.8172869665182,28264.638481140137,29561.752263256214,16998.973846817073,6873.551300474206,25853.16705899137,26567.828998419314,51730.45630929453,51296.783008773804,64962.73814109423,62279.95070975105,64552.43248748779,20187.362944162436,35231.387331478705,35602.05535344889,29242.036068400634,18458.48669662601,17597.202154219274,18493.0,27404.0,28589.0,214.0,28206.0,28776.5,16013.0,5551.0,23768.0,25430.5,51834.0,51640.0,65063.0,62415.0,65535.0,18090.0,35453.0,34812.0,28539.5,17237.0,17515.0,4346.233067019333,5063.772057178837,3486.0606465973387,378.67747065003334,2181.447182109095,523.0331445146091,8727.87278041709,8628.017875770352,5063.771765104511,13770.211069027442,12002.818873443046,6152.339193999925,6661.469122773536,409.04684368748156,1604.457635179071,4041.960668111604,11676.14759745583,14041.640143338986,3722.104654022959,11457.834913700135,4699.77805871152,3220.9856375254053,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,14,58.69356667,51.84244444,0.915078889,4.050375,51.328,39.8385,0.917425,3.92225,36.0,45.60909855,23.90975903,0.045140542,0.8385029,14.0,3721.0,33.2252,3056.0,108.0,28.2963,18.0,1.2275,0.0201,0.1139,0.218,131072.0,,0.6744975447654724,980.4656982421875,0.5806773900985718,10.934769630432129,14.708597183227539,1328.3287353515625,0.8207473754882812,0.6823175549507141,976.8951416015625,0.6062737107276917,10.77376937866211,13.065831184387207,1256.610595703125,0.8317883014678955,0.16762675344944,467.267578125,0.13516539335250854,5.372026443481445,9.562196731567383,774.2473754882812,0.10236847400665283,2mgml,flu,roi1,18511.634032009642,7173.848753125633,28069.049659729004,28601.032165527344,870.7009528958573,28258.123359680176,30497.108941001556,18096.480029735758,7173.848280056768,23466.31701600482,27739.261201594916,50742.39402665238,50326.918502645145,64937.90296658408,62067.77894595861,64536.16088104248,19186.380468973406,32752.08672068573,34585.71398915155,30392.668175981617,17410.32679300877,16331.30315408826,17780.0,27404.0,28589.0,223.0,28206.0,29332.0,17396.0,5925.0,21520.0,26443.0,50588.0,50384.0,65031.0,62137.0,65535.0,17305.5,32104.0,34138.0,29494.0,16735.0,16359.0,4369.389371465306,4840.673209692257,3519.510419818792,259.12184691568757,2024.3652247898062,476.8230332635356,7577.374558477262,7765.5458013749385,4840.672575332542,11947.53105183651,10849.740031259977,5474.3336822929605,5957.62535527573,388.86290045094626,1446.9583456275293,4004.023443489251,11484.843165555178,12513.08813655655,3839.8779136119633,10209.279315344793,4736.102717643405,3393.71733066749,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,15,60.80086667,54.95551515,0.931546667,4.081939394,50.194,48.495,0.94247,3.894,33.0,41.4784091,24.57720068,0.03221081,0.987992835,15.0,3952.0,31.1662,3282.0,117.0,28.0513,22.0,1.2541,0.0195,0.1245,0.2522,131072.0,,0.6507580280303955,1018.8659057617188,0.5662125945091248,11.71082592010498,15.069196701049805,1297.4974365234375,0.8060874938964844,0.648192822933197,1035.54248046875,0.592850923538208,11.797792434692383,14.568574905395508,1330.9462890625,0.812126874923706,0.17495039105415344,485.5762939453125,0.12917737662792206,5.702960968017578,9.24006175994873,694.2155151367188,0.10773453861474991,2mgml,flu,roi1,17316.457002758198,7172.785661033798,28093.38306427002,28600.271659851074,777.7260188866799,28259.652000427246,30602.78162276342,18497.140221172962,7172.784977634195,22602.899356420472,27860.062065109345,50349.64927980386,49970.47526815814,64939.22960465829,61997.05124118909,64508.05457305908,18358.727581060914,31315.48875268158,33426.61446521606,30524.096172962225,16173.310879558689,15118.977382776586,16911.0,27404.0,28589.0,217.0,28206.0,29416.5,17909.0,6057.5,20352.0,26624.5,50079.0,49903.0,65020.0,62034.0,65535.0,16674.0,30072.0,33295.0,29657.5,16020.0,15141.0,4327.004175049658,4457.232205673873,3586.0376291015837,284.7766101652349,1904.968499497952,477.5730623097038,7053.177248317644,7077.191316709454,4457.231412768877,11589.716118579876,10229.838038912107,5123.687053080878,5554.4477905300555,359.5169541550338,1344.7145801482475,3959.888422288651,11013.341495160414,11962.901288039571,3956.0288868123384,9586.180767617447,4700.018500333428,3364.6230571281894,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,16,50.80221935,54.56393548,0.92419871,4.033377419,36.119,47.789,0.93372,3.8054,31.0,41.72705505,23.94548626,0.035112467,0.954767922,16.0,3524.0,35.1944,2939.0,111.0,26.4775,14.0,1.2252,0.0195,0.1079,0.2552,131072.0,,0.6991015076637268,921.7620849609375,0.5424003601074219,10.434220314025879,12.49592113494873,1119.4168701171875,0.8355048298835754,0.7086395621299744,880.5679321289062,0.5689131021499634,9.93091869354248,11.28016185760498,1057.6953125,0.8468827605247498,0.16318878531455994,511.1663513183594,0.15197665989398956,5.8086066246032715,8.114253044128418,669.5588989257812,0.09753318876028061,2mgml,flu,roi1,17286.023112807463,7205.681038811967,28027.101448059082,28597.357905257457,814.4917138962622,28253.08383178711,30744.46172609226,18709.092043905588,7205.680321400388,21937.063613231552,28375.67027763828,50160.30654509471,49787.27389030252,64936.74604184337,61958.62093582132,64630.42645263672,19115.35756280064,30505.853901611536,33389.32852700028,30981.568979123324,16242.966426350014,15016.899915182357,16754.0,27404.0,28589.0,225.0,28206.0,29476.0,18053.0,6104.0,19920.0,26992.0,49910.0,49753.5,65016.0,62002.5,65535.0,17215.0,29225.0,33142.5,29970.0,15963.0,14882.5,4296.513987505347,4208.497129527204,3456.6143731544917,266.6862198871042,2101.9201783197914,492.8308123496945,6797.613832848065,6788.42518836146,4208.495985090841,11440.820473960071,10117.650673511189,4996.438350050728,5410.024178289273,341.84641380873774,1304.9615701116995,3844.5296684079904,11607.26694931099,11818.099395429805,3981.1232015867004,9496.06148269261,4616.537704731681,3273.136250437778,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,17,55.26434,52.40568571,0.917501429,3.88928,41.309,44.594,0.92542,3.6903,35.0,42.52265039,27.09353266,0.041627313,1.009156906,17.0,3675.0,33.6661,2950.0,116.0,25.431,18.0,1.2299,0.0163,0.113,0.2579,131072.0,,0.6823698282241821,941.4068603515625,0.5337228178977966,10.845242500305176,13.26748275756836,1145.4337158203125,0.8245754837989807,0.7040975093841553,855.7365112304688,0.577248215675354,9.830870628356934,11.07763385772705,1003.5133056640625,0.8444643616676331,0.17461974918842316,526.416015625,0.16782809793949127,6.137530326843262,9.235011100769043,721.3748779296875,0.10795813053846359,2mgml,flu,roi1,16740.739538336933,6735.104536082475,28032.995391845703,28598.15111541748,653.6112714776632,28245.243194580078,29938.534226804124,17989.854639175257,6735.104261168385,22879.599082073433,27318.138350515463,50645.74770518359,50336.9692899568,64975.74304805615,62096.02490550756,64637.84200286865,17094.653005021868,31289.958760799134,32845.32633639309,30041.594432989692,15670.729954103672,14614.091050215982,16296.0,27404.0,28589.0,196.0,28206.0,28831.0,17667.5,5916.0,20360.5,26283.5,50213.5,50087.0,65032.0,62079.0,65535.0,15049.0,29660.5,32688.0,29257.0,15583.0,14374.0,4346.471016014411,3696.256908738248,3459.8731268131673,325.1180266628036,1661.3615456975156,405.993726822158,6492.134053527083,6417.827451263916,3696.256463547763,11839.907472312685,9832.831752390803,4972.825462679205,5318.651671098272,305.155209683133,1263.5696246196587,3804.0315775548775,11079.318893979962,12015.524666389978,4074.949845150772,9285.318768894407,4665.60308485626,3345.918474104213,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,18,72.52326857,46.3372,0.923404286,4.082157143,65.695,39.706,0.92365,4.2036,35.0,47.73109559,19.43752541,0.033974011,0.933519763,18.0,3771.0,32.7581,3071.0,114.0,26.9386,17.0,1.2437,0.0211,0.1164,0.2464,131072.0,,0.6775722503662109,925.6585083007812,0.536628782749176,10.743855476379395,13.642834663391113,1145.056640625,0.8210893869400024,0.712282657623291,833.0151977539062,0.5777804851531982,9.595711708068848,10.982649803161621,992.7250366210938,0.84917813539505,0.17990411818027496,498.6058349609375,0.16283468902111053,5.917047023773193,10.01315975189209,725.7455444335938,0.11360301077365875,2mgml,flu,roi1,16492.576923076922,6461.945123989039,28026.126914978027,28598.132720947266,559.4833233072656,28238.456146240234,29486.41815386672,17609.31288015507,6461.944722946327,23178.423273489712,26973.600494619342,50885.6999082689,50614.938802253964,64998.02326038527,62167.33992923601,64638.66487121582,16532.62361343261,31598.44633730835,32615.948171930286,29680.396631241227,15426.59782466256,14423.914296946665,16142.5,27404.0,28589.0,185.0,28206.0,28559.0,17497.0,5839.0,20487.5,26177.0,50356.0,50219.0,65038.0,62108.0,65535.0,14547.0,29929.0,32532.0,28947.0,15412.5,14158.0,4196.386768171511,3301.2570763982326,3464.265225330708,326.84629843614556,1258.4636428854371,315.3478983059946,6245.208593659536,6103.7787451612485,3301.2569170883808,11935.742687705662,9469.133874429766,4910.726248970979,5208.055307805912,276.97904283159187,1224.0458587058147,3773.056847188441,10859.66966265513,12047.3468731416,3946.02668083353,9009.267656107111,4468.8070612280235,3228.1291203632004,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,19,73.94797895,55.30297368,0.917438421,4.058473684,69.5385,46.222,0.92553,4.15125,38.0,46.45753755,27.88781726,0.043979077,0.795661374,19.0,4068.0,30.2205,3320.0,132.0,25.1515,13.0,1.2625,0.0129,0.1262,0.2236,131072.0,,0.6521402597427368,965.1663818359375,0.5496712327003479,11.338482856750488,15.186808586120605,1233.0404052734375,0.8044421672821045,0.6799596548080444,889.0062255859375,0.5831516981124878,10.340165138244629,12.471395492553711,1109.2147216796875,0.8308344483375549,0.19392691552639008,495.6431579589844,0.1497320532798767,6.0274858474731445,11.346260070800781,770.428466796875,0.12484801560640335,2mgml,flu,roi1,16366.917669104758,6422.980378848646,28083.307441711426,28597.761100769043,544.8800518294564,28245.352630615234,29492.338063799594,17535.98290861973,6422.979885234775,23209.880009671764,26929.10840994632,50946.69842229342,50679.52898506921,65001.43613613008,62182.7005379919,64553.036628723145,17412.719333602043,31750.534848576437,32510.098954240464,29649.4829394706,15258.972133228555,14310.641540228495,16123.0,27404.0,28589.0,186.0,28206.0,28529.0,17432.0,5816.0,20451.0,26182.0,50412.0,50294.0,65040.0,62129.0,65535.0,15479.0,30037.0,32511.0,29010.0,15360.0,14121.0,3961.867595370752,3163.6966914451914,3588.5628866250877,355.4061630851152,1110.1392888953644,318.26978378249913,6105.865506962353,5931.829850037413,3163.6961399543065,11797.680722813917,9250.002230582524,4827.692218427168,5112.097638575308,267.0443425894175,1198.5129450117631,3935.6737575982784,11051.589153573603,11864.487730855364,3775.7116805304213,8832.784363793004,4214.63440609776,3041.0554070348403,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,20,68.87168056,59.23158333,0.9200525,3.835538889,66.3455,49.264,0.93217,3.69545,36.0,46.98218067,28.57614233,0.050080583,0.813466963,20.0,4230.0,28.9865,3444.0,127.0,27.1181,20.0,1.2716,0.018,0.1222,0.176,131072.0,,0.6611867547035217,965.3994140625,0.5701280236244202,11.16120719909668,15.286230087280273,1293.4366455078125,0.8101785778999329,0.6972836852073669,872.5517578125,0.5991693735122681,9.941486358642578,12.16312313079834,1137.255126953125,0.8404772877693176,0.19283457100391388,514.8196411132812,0.13844402134418488,6.16455078125,11.474442481994629,834.1370239257812,0.12293273955583572,2mgml,flu,roi1,17066.519008677195,6712.476344290329,28078.81071472168,28598.59676361084,664.482234467034,28251.39330291748,30024.307809234277,17932.877192982458,6712.4760276141615,22637.75279355765,27534.958388751664,50643.152880953865,50329.63736812535,64975.36562831637,62094.44210000624,64547.229736328125,18844.657690246517,31361.01473250515,33211.191335289346,30202.272151497877,15973.450902053812,14918.940383294837,16701.0,27404.0,28589.0,196.0,28206.0,28861.0,17548.0,5866.0,20442.0,26318.0,50312.0,50169.0,65035.0,62098.0,65535.0,16325.0,30076.0,33090.0,29186.0,15859.0,14909.0,3934.8046381594086,3520.6979147039096,3603.2035713884384,284.6111575057616,1552.9700213720098,440.872857931129,6323.009143420703,6274.5513285509205,3520.697502510684,11303.557310956645,9573.106761670633,4827.584887132925,5170.027351831156,291.8351600286325,1226.4044924454229,4006.524297456253,12216.273927021333,11771.325383119283,3697.3976465952833,9095.96012116963,4216.656567446139,3039.222034739252,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,21,80.13535313,59.67625,0.922662812,3.681596875,78.8,51.214,0.93603,3.6592,32.0,48.74335654,34.25083186,0.039367996,0.724116258,21.0,3997.0,30.7928,3265.0,124.0,26.3306,18.0,1.2556,0.0237,0.1077,0.1793,131072.0,,0.6884777545928955,965.6339721679688,0.5742281675338745,10.739157676696777,14.42786979675293,1326.7950439453125,0.8269570469856262,0.731154203414917,867.0469360351562,0.5924387574195862,9.448277473449707,10.55611515045166,1036.5166015625,0.859576940536499,0.18517640233039856,548.0271606445312,0.1348898857831955,6.292351245880127,11.058699607849121,935.491943359375,0.11539781093597412,2mgml,flu,roi1,18263.84711797196,7101.037100456621,27985.05768585205,28599.790954589844,829.2126855022831,28248.53045654297,30521.709902968036,18182.928153538815,7101.03631563927,22864.658122079025,27897.222246004567,50567.43803993768,50171.84463956946,64941.79769154511,62039.47457867158,64636.18798828125,19723.56692216981,32011.92302789973,34360.1310012746,30478.823202054795,17258.67362979748,16059.011259028466,17558.0,27404.0,28589.0,214.0,28206.0,29283.0,17388.0,5866.0,21043.5,26547.0,50499.5,50322.0,65033.0,62127.0,65535.0,17502.0,31440.5,33923.0,29491.5,16581.0,16050.0,4231.243936952315,4430.464820940142,3343.241554482738,250.90815297842906,2032.0416835313827,485.977617199052,7178.699274182908,7320.534001090322,4430.464029729808,11440.387254671552,10481.873650848695,5205.116479588839,5660.537674611362,358.29416076309604,1368.3237944544821,3765.5817190340936,12289.473512205312,12217.243936768953,3763.044014308342,9873.333359609953,4567.5193558794435,3265.395049910373,D1,N1,t
appliedMASKiso_flu_2mgml_roi1_8bit.ome,22,84.81323667,61.97136667,0.917348333,3.846026667,81.9405,55.892,0.93833,3.5921,30.0,48.77522193,29.61116906,0.057281469,0.872039611,22.0,4053.0,30.3397,3279.0,104.0,31.5288,22.0,1.2537,0.0216,0.1075,0.128,131072.0,,0.6866193413734436,967.3912963867188,0.5779357552528381,10.75968074798584,14.487504005432129,1342.0252685546875,0.826266348361969,0.7142577767372131,887.7158813476562,0.5950456261634827,9.745694160461426,11.665982246398926,1128.3712158203125,0.850102424621582,0.18180416524410248,546.6657104492188,0.14029784500598907,6.22770881652832,10.81715202331543,945.2611694335938,0.11277884244918823,2mgml,flu,roi1,18600.67860943597,7257.685370741483,27962.74395751953,28599.89387512207,838.0492413398225,28250.84578704834,30530.72595190381,18163.498425422273,7257.685012882908,23682.49059950337,27630.88290867449,50733.26995388436,50297.00035473572,64931.029017382054,62057.10514366797,64639.81581115723,20320.71949630916,32871.86832210003,34658.76857041504,30178.0105926138,17555.1059950337,16453.799929052857,17839.0,27404.0,28589.0,216.0,28206.0,29318.5,17393.0,5924.0,21625.0,26280.0,50627.0,50398.0,65031.0,62134.0,65535.0,18377.0,32319.0,34195.0,29290.0,16735.0,16477.0,4546.689449851933,4975.20317525304,3270.3322979288287,255.2358527497501,1902.8044199214257,443.420982107123,7896.594124236781,8053.744150369151,4975.202882157983,12334.499484997617,11119.384896695057,5653.425606018261,6164.955638242409,400.6628648397233,1497.4971417494794,3720.7353965231387,12144.928074732397,12871.916355171454,3981.8052866730463,10397.82268566461,4973.395507516511,3558.575050421956,D1,N1,t
