image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,n_HistANG,n_HistLEN,n_HistSTR,n_HistWID,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth_HistANG,z_depth_HistLEN,z_depth_HistSTR,z_depth_HistWID,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,Unnamed: 13,Unnamed: 14,concentration_asmmean.,concentration_contrastmean.,concentration_correlationmean.,concentration_dissimilaritymean.,concentration_glcmmeanmean.,concentration_glcmvariancemean.,concentration_homogeneitymean.,type_asmmean.,type_contrastmean.,type_correlationmean.,type_dissimilaritymean.,type_glcmmeanmean.,type_glcmvariancemean.,type_homogeneitymean.,roi_asmmean.,roi_contrastmean.,roi_correlationmean.,roi_dissimilaritymean.,roi_glcmmeanmean.,roi_glcmvariancemean.,roi_homogeneitymean.,texture_mean_asmmean.,texture_mean_contrastmean.,texture_mean_correlationmean.,texture_mean_dissimilaritymean.,texture_mean_glcmmeanmean.,texture_mean_glcmvariancemean.,texture_mean_homogeneitymean.,texture_median_asmmean.,texture_median_contrastmean.,texture_median_correlationmean.,texture_median_dissimilaritymean.,texture_median_glcmmeanmean.,texture_median_glcmvariancemean.,texture_median_homogeneitymean.,texture_std_asmmean.,texture_std_contrastmean.,texture_std_correlationmean.,texture_std_dissimilaritymean.,texture_std_glcmmeanmean.,texture_std_glcmvariancemean.,texture_std_homogeneitymean.,concentration_3D,type_3D,roi_3D,texture3d_mean_3D,texture3d_median_3D,texture3d_std_3D,distance3d_3D,neighbor3d_3D,bin_num3d_3D
appliedMASKiso_flu_1mgml_roi3_8bit.ome,11,65.877376,61.20772,0.9111596,3.787468,47.726,48.569,0.9183,3.4603,25.0,25.0,25.0,25.0,63.05860862,30.61362685,0.047493299,1.070766611,11.0,11.0,11.0,11.0,4421.0,27.6478,3710.0,111.0,33.4234,25.0,1.283,0.0079,0.1444,0.2271,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.5309014916419983,2031.400390625,0.3456108868122101,20.52777671813965,21.675025939941406,1754.01904296875,0.7211645841598511,0.5422525405883789,2006.531982421875,0.3632989227771759,20.217533111572266,18.11373519897461,1625.2843017578125,0.7440606355667114,0.20874466001987457,818.6921997070312,0.1670958399772644,8.447869300842285,14.679760932922363,955.4325561523438,0.14850008487701416,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,12,77.09960357,57.36017857,0.90708,3.598657143,68.0635,44.7165,0.92162,3.59605,28.0,28.0,28.0,28.0,60.70147244,26.57233536,0.041478789,0.91536959,12.0,12.0,12.0,12.0,4631.0,26.3034,3943.0,111.0,35.5225,21.0,1.2862,0.0156,0.1645,0.2223,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.5017110109329224,2145.936767578125,0.32432636618614197,21.956453323364258,22.037986755371094,1731.1566162109375,0.70305335521698,0.5056676864624023,2194.9150390625,0.32250094413757324,22.303125381469727,19.030529022216797,1640.645751953125,0.7193637490272522,0.19313128292560577,751.1124877929688,0.1496322900056839,7.866296768188477,13.236902236938477,812.769775390625,0.13897383213043213,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,13,53.76020952,56.98652381,0.905794762,3.858114286,35.134,44.984,0.91786,3.7428,21.0,21.0,21.0,21.0,51.91057141,29.62521431,0.051620111,0.776189966,13.0,13.0,13.0,13.0,4385.0,27.8912,3708.0,111.0,33.4054,22.0,1.2794,0.0107,0.1398,0.1991,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.557608425617218,1963.3150634765625,0.34416407346725464,19.633337020874023,19.36566925048828,1651.2955322265625,0.7431427836418152,0.5560927987098694,1963.464111328125,0.3536751866340637,19.569395065307617,17.549367904663086,1597.44384765625,0.7529742121696472,0.18662004172801971,775.5779418945312,0.15597450733184814,7.879893779754639,11.643675804138184,844.31591796875,0.1254938244819641,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,14,61.08706842,63.43473684,0.915183158,3.697531579,48.366,40.896,0.91931,3.5656,19.0,19.0,19.0,19.0,60.47211752,47.7343757,0.039778941,0.76402123,14.0,14.0,14.0,14.0,3617.0,34.238,2986.0,103.0,28.9903,13.0,1.2257,0.0201,0.121,0.1733,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.5897023677825928,1852.070556640625,0.3740667402744293,18.159090042114258,18.402429580688477,1660.90771484375,0.7648752331733704,0.5763652920722961,1887.432861328125,0.3782453238964081,18.542966842651367,17.73836898803711,1666.0546875,0.7658067345619202,0.1862831711769104,823.9371948242188,0.170965313911438,8.13623046875,11.016946792602539,891.28173828125,0.11975473165512085,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,15,79.1556324,66.30044,0.9167436,3.789364,68.552,46.563,0.91554,3.6119,25.0,25.0,25.0,25.0,60.03170459,40.06826524,0.040439146,0.896211266,15.0,15.0,15.0,15.0,4212.0,29.1189,3503.0,104.0,33.6827,29.0,1.2603,0.0202,0.1403,0.1337,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.5379355549812317,2014.014892578125,0.3762572407722473,20.103729248046875,21.367389678955078,1801.7532958984375,0.7284691333770752,0.521541953086853,2041.028564453125,0.37626999616622925,20.339996337890625,21.272384643554688,1922.4473876953125,0.7311952114105225,0.20203019678592682,871.3217163085938,0.17811799049377441,8.714076042175293,12.666915893554688,899.8604125976562,0.1354770064353943,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,16,78.49079259,60.94,0.901730741,3.753511111,68.962,49.06,0.91226,3.6717,27.0,27.0,27.0,27.0,57.78014297,31.13251177,0.067849354,0.937958074,16.0,16.0,16.0,16.0,5031.0,24.0531,4242.0,108.0,39.2778,39.0,1.3078,0.0224,0.1649,0.1233,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4876466989517212,2182.46484375,0.36294254660606384,22.101116180419922,24.16050148010254,1887.288330078125,0.6911203861236572,0.4681001603603363,2162.583984375,0.35987576842308044,21.992080688476562,23.085363388061523,2005.978271484375,0.6944549083709717,0.21228162944316864,906.475341796875,0.17283503711223602,9.171021461486816,14.256028175354004,888.4812622070312,0.1514323502779007,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,17,93.02273167,49.32719048,0.909125952,3.678788095,90.272,43.42,0.91372,3.44,42.0,42.0,42.0,42.0,59.99978578,18.84760511,0.039681846,1.129117246,17.0,17.0,17.0,17.0,5326.0,22.61,4478.0,121.0,37.0083,33.0,1.33,0.0203,0.181,0.1484,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4536994993686676,2345.630126953125,0.3425404727458954,23.909198760986328,26.07211685180664,1942.3238525390625,0.6637060642242432,0.44993484020233154,2314.140625,0.3339415192604065,23.617305755615234,23.28795623779297,1954.8887939453125,0.6807925701141357,0.21526634693145752,905.929931640625,0.15768717229366302,9.30105972290039,15.4479398727417,892.7838134765625,0.16229337453842163,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,18,89.93316071,58.69989286,0.916429286,3.913085714,81.9115,45.1145,0.936235,3.73075,28.0,28.0,28.0,28.0,65.29420759,31.21275957,0.05941755,1.094584827,18.0,18.0,18.0,18.0,5223.0,23.0953,4414.0,132.0,33.4394,31.0,1.3231,0.029,0.1869,0.1595,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.43913859128952026,2415.888427734375,0.33611249923706055,24.700502395629883,27.150920867919922,1981.6715087890625,0.6510815024375916,0.43475815653800964,2377.528564453125,0.3236628770828247,24.24407386779785,24.101499557495117,1987.1243896484375,0.6708428859710693,0.22088243067264557,934.1586303710938,0.1556466966867447,9.63755989074707,16.226285934448242,916.77197265625,0.16953760385513306,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,19,99.31113143,54.77022857,0.908274857,3.563462857,122.01,47.123,0.91736,3.3794,35.0,35.0,35.0,35.0,63.90037584,22.98642529,0.038813726,0.955305749,19.0,19.0,19.0,19.0,5015.0,24.1362,4198.0,127.0,33.0551,16.0,1.3142,0.0241,0.1759,0.1804,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.44940662384033203,2406.64599609375,0.3379780650138855,24.40570068359375,26.97031593322754,1988.1998291015625,0.6573401689529419,0.4443282186985016,2379.07470703125,0.35146430134773254,24.06338882446289,23.9025821685791,1997.60888671875,0.6779130101203918,0.23004752397537231,964.2076416015625,0.14898397028446198,9.946125030517578,16.705739974975586,963.7080688476562,0.17424628138542175,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,20,108.1531065,60.95467742,0.899056452,3.588129032,129.61,44.291,0.92017,3.5106,31.0,31.0,31.0,31.0,62.16688679,35.19856697,0.062471895,0.737671912,20.0,20.0,20.0,20.0,5082.0,23.7916,4304.0,129.0,33.3643,30.0,1.3185,0.0199,0.1718,0.2015,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.44629934430122375,2433.625732421875,0.35002613067626953,24.547826766967773,27.49300765991211,2034.262939453125,0.6547407507896423,0.42505943775177,2477.51025390625,0.3679475486278534,24.86663246154785,25.53472137451172,2140.630859375,0.6640527248382568,0.238178551197052,1018.4832153320312,0.14162887632846832,10.426423072814941,16.740671157836914,983.1238403320312,0.17643074691295624,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,21,91.64401053,53.81642105,0.903085263,3.660615789,108.795,45.735,0.91781,3.4052,38.0,38.0,38.0,38.0,65.80333217,23.13770098,0.044723171,0.93336857,21.0,21.0,21.0,21.0,4669.0,26.073,3887.0,117.0,33.2222,13.0,1.2888,0.0248,0.1646,0.2173,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4463431239128113,2465.35693359375,0.3582349419593811,24.648332595825195,27.68864631652832,2072.689208984375,0.6550967693328857,0.41111573576927185,2597.0732421875,0.3690109848976135,25.860830307006836,27.37761688232422,2314.00732421875,0.6532524824142456,0.23681417107582092,1029.6290283203125,0.14411771297454834,10.388031959533691,16.615707397460938,966.7814331054688,0.17390218377113342,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,22,111.997497,52.36921212,0.920052121,3.763021212,129.17,41.086,0.93768,3.524,33.0,33.0,33.0,33.0,60.7432764,27.81269087,0.045618887,1.003587101,22.0,22.0,22.0,22.0,4625.0,26.3401,3886.0,118.0,32.9322,25.0,1.2966,0.022,0.1541,0.2237,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.46098870038986206,2456.290283203125,0.36500391364097595,24.28679084777832,27.042051315307617,2094.266845703125,0.6668840050697327,0.438326358795166,2558.47216796875,0.3648916780948639,25.026752471923828,26.218318939208984,2308.0693359375,0.6716021299362183,0.2293633073568344,1004.3322143554688,0.1458922028541565,10.06717300415039,16.681446075439453,979.3272094726562,0.16870275139808655,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,23,107.1578515,57.33387879,0.911415758,3.848412121,135.0,46.74,0.92109,3.8015,33.0,33.0,33.0,33.0,63.9291991,27.26185897,0.044601186,1.025402862,23.0,23.0,23.0,23.0,4725.0,25.7403,3963.0,143.0,27.7133,26.0,1.3045,0.0219,0.1631,0.1934,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4546873867511749,2498.634765625,0.35759398341178894,24.643924713134766,27.580785751342773,2110.646484375,0.6619246006011963,0.4348858594894409,2568.736572265625,0.35435986518859863,25.169702529907227,26.17160987854004,2284.158935546875,0.6697857975959778,0.2268279641866684,1004.5194091796875,0.15319037437438965,10.038698196411133,17.37092399597168,974.7581176757812,0.17027734220027924,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,24,106.9287914,57.64702857,0.905451714,3.939682857,130.6,45.73,0.9154,3.9554,35.0,35.0,35.0,35.0,60.3629484,27.9114249,0.045807218,0.832032013,24.0,24.0,24.0,24.0,5107.0,23.6654,4256.0,140.0,30.4,25.0,1.3241,0.0174,0.1873,0.1698,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4188784062862396,2593.889404296875,0.3648659884929657,25.848649978637695,30.183761596679688,2190.09814453125,0.63331139087677,0.3867751359939575,2699.636474609375,0.36327970027923584,26.67650032043457,28.435649871826172,2371.45703125,0.6351076364517212,0.22588974237442017,964.8323364257812,0.14244960248470306,9.787254333496094,18.386674880981445,931.316162109375,0.1773550808429718,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,25,102.9902978,50.73842222,0.892351778,3.855166667,129.94,39.893,0.90753,3.7046,45.0,45.0,45.0,45.0,62.00228224,27.96003471,0.056782601,0.954334494,25.0,25.0,25.0,25.0,4907.0,24.7114,4120.0,129.0,31.938,21.0,1.315,0.0161,0.1828,0.2037,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4191935658454895,2656.23681640625,0.3691723644733429,26.096887588500977,30.608089447021484,2235.007568359375,0.632398247718811,0.38776499032974243,2761.1591796875,0.3712337017059326,26.929847717285156,28.5847110748291,2370.04345703125,0.6355154514312744,0.23040905594825745,1025.3863525390625,0.1346665918827057,10.27946662902832,18.46712875366211,945.9112548828125,0.1817122846841812,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,26,103.0986471,58.51541176,0.910248824,3.936791176,115.795,47.4245,0.915725,3.7866,34.0,34.0,34.0,34.0,57.7239057,35.28332539,0.034891052,1.088227819,26.0,26.0,26.0,26.0,4814.0,25.2275,4018.0,122.0,32.9344,26.0,1.3062,0.0192,0.1827,0.1895,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4119395315647125,2670.948974609375,0.39268365502357483,26.156946182250977,32.158382415771484,2336.98876953125,0.624546229839325,0.37649989128112793,2753.44482421875,0.40638765692710876,26.936447143554688,30.354372024536133,2556.8759765625,0.6266463398933411,0.2356034219264984,1051.0830078125,0.13582158088684082,10.52288818359375,19.254472732543945,986.5165405273438,0.18805567920207977,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,27,105.9835568,62.20402703,0.906419459,3.805259459,130.6,48.079,0.90968,3.7985,37.0,37.0,37.0,37.0,59.69563473,33.48008975,0.035302618,0.834682965,27.0,27.0,27.0,27.0,4735.0,25.6817,3930.0,125.0,31.44,30.0,1.2928,0.0202,0.1758,0.1917,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4219854176044464,2579.73779296875,0.4397655427455902,25.070547103881836,32.69713592529297,2461.311279296875,0.6336758732795715,0.37835532426834106,2592.062744140625,0.4488753378391266,25.264142990112305,31.952651977539062,2722.064453125,0.628642737865448,0.23864392936229706,1068.2393798828125,0.13514553010463715,10.542692184448242,19.216960906982422,1066.4931640625,0.18542321026325226,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,28,104.7928788,63.14190909,0.908502121,4.035845455,128.34,54.377,0.90926,4.1428,33.0,33.0,33.0,33.0,63.48110886,33.06375459,0.046676873,0.910869479,28.0,28.0,28.0,28.0,4986.0,24.2882,4196.0,135.0,31.0815,28.0,1.3113,0.0147,0.174,0.1562,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4266866147518158,2550.83349609375,0.4529942572116852,24.792531967163086,32.618385314941406,2509.61083984375,0.637409508228302,0.3817901611328125,2602.114013671875,0.48185086250305176,25.391944885253906,32.58701705932617,2827.7939453125,0.631250262260437,0.24178214371204376,1112.9625244140625,0.14787206053733826,10.892193794250488,18.717992782592773,1101.7271728515625,0.18456149101257324,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,29,94.64696429,64.70583333,0.906671429,3.843128571,100.98,57.5715,0.92492,3.9305,42.0,42.0,42.0,42.0,61.62753175,29.12281949,0.057511798,0.765948026,29.0,29.0,29.0,29.0,5099.0,23.7056,4222.0,123.0,34.3252,33.0,1.3202,0.0249,0.1777,0.1207,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4438803195953369,2478.3681640625,0.42995786666870117,24.229127883911133,29.97720718383789,2353.552734375,0.653771698474884,0.39455878734588623,2563.415283203125,0.4415571689605713,25.19257926940918,30.127185821533203,2576.9228515625,0.6408233642578125,0.23483960330486298,1071.1544189453125,0.1518467217683792,10.53903579711914,16.932798385620117,1064.6502685546875,0.17291130125522614,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,30,98.74055472,55.78832075,0.906736226,3.472126415,106.14,43.94,0.91929,3.399,53.0,53.0,53.0,53.0,60.43185562,27.93875741,0.045375483,0.741151218,30.0,30.0,30.0,30.0,5231.0,23.057,4368.0,123.0,35.5122,39.0,1.3286,0.0234,0.1939,0.09202,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.45328712463378906,2444.9658203125,0.3819456100463867,24.276235580444336,26.95205307006836,2104.01708984375,0.6641550660133362,0.4220868945121765,2558.96142578125,0.3811870217323303,25.31239891052246,26.065185546875,2226.9833984375,0.6610927581787109,0.21941538155078888,1015.8009643554688,0.14269888401031494,10.127827644348145,14.721230506896973,927.9107666015625,0.15954531729221344,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,31,92.3629825,61.0859,0.9025625,3.546005,90.506,57.0045,0.9234,3.4929,40.0,40.0,40.0,40.0,61.33605382,23.29549575,0.074980171,0.743102987,31.0,31.0,31.0,31.0,5277.0,22.8385,4412.0,126.0,35.0159,38.0,1.3302,0.0183,0.204,0.09465,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4556243419647217,2440.85546875,0.33099475502967834,24.575654983520508,24.648048400878906,1899.697509765625,0.6691302061080933,0.42301496863365173,2534.1298828125,0.3354259431362152,25.493356704711914,24.753738403320312,2027.0167236328125,0.6615491509437561,0.20198382437229156,945.0543212890625,0.12666603922843933,9.518658638000488,12.43364143371582,768.6676635742188,0.14513690769672394,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,32,96.65908163,52.0505102,0.907075714,3.355181633,103.24,45.747,0.91812,3.0961,49.0,49.0,49.0,49.0,58.90193353,21.01046629,0.042238336,0.776915045,32.0,32.0,32.0,32.0,5334.0,22.5731,4447.0,133.0,33.4361,31.0,1.3397,0.0216,0.1989,0.1157,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.47294318675994873,2403.47705078125,0.2834777235984802,24.324819564819336,22.25312042236328,1738.4974365234375,0.6843758821487427,0.4426468014717102,2526.454345703125,0.2725711166858673,25.582843780517578,22.09002113342285,1817.9013671875,0.6756075620651245,0.18696442246437073,881.7151489257812,0.11935551464557648,8.911911010742188,10.707657814025879,688.1483154296875,0.13068071007728577,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,33,85.61966818,50.23363636,0.904074091,3.374288636,78.0275,44.5045,0.91089,3.3488,44.0,44.0,44.0,44.0,59.75289855,18.3958994,0.050103624,0.698258725,33.0,33.0,33.0,33.0,5392.0,22.3088,4438.0,131.0,33.8779,32.0,1.3452,0.0229,0.2147,0.1223,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4438311755657196,2514.472412109375,0.24942129850387573,25.89223289489746,22.910924911499023,1720.2979736328125,0.6630663871765137,0.4198808968067169,2627.649658203125,0.24162644147872925,27.059545516967773,22.350374221801758,1772.9559326171875,0.6585861444473267,0.18009358644485474,842.689697265625,0.10860146582126617,8.657511711120605,10.489068031311035,620.3787841796875,0.13011789321899414,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,34,95.90103333,51.94540476,0.893344048,3.49167381,98.7575,42.828,0.896335,3.36625,42.0,42.0,42.0,42.0,61.64307949,21.76432012,0.060349837,0.915354654,34.0,34.0,34.0,34.0,5848.0,20.4133,4761.0,145.0,32.8345,40.0,1.3602,0.0286,0.2347,0.07888,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.4084263741970062,2645.78955078125,0.22404365241527557,27.688512802124023,24.200048446655273,1745.7061767578125,0.6361219882965088,0.3811001181602478,2787.192138671875,0.21470174193382263,29.118907928466797,23.76516342163086,1802.135986328125,0.628446102142334,0.17182579636573792,791.6948852539062,0.10571819543838501,8.272248268127441,10.56480884552002,573.0460815429688,0.12956051528453827,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,35,79.45423684,51.90807895,0.872036053,3.335484211,70.622,45.9955,0.89616,3.0871,38.0,38.0,38.0,38.0,60.29723421,18.45869054,0.068529529,0.782078514,35.0,35.0,35.0,35.0,5587.0,21.4603,4502.0,142.0,31.7042,39.0,1.3436,0.0293,0.2306,0.09555,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.41144201159477234,2615.42724609375,0.21054691076278687,27.56920623779297,23.60112953186035,1696.914306640625,0.6390454769134521,0.3920190632343292,2727.388671875,0.19767017662525177,28.666980743408203,22.69617462158203,1724.4697265625,0.6366876363754272,0.16500277817249298,745.9139404296875,0.10965893417596817,7.8610382080078125,10.430530548095703,549.1777954101562,0.1257561445236206,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,36,96.92110938,47.36665625,0.892570625,3.360278125,94.41,42.8285,0.9067,3.01705,32.0,32.0,32.0,32.0,56.78810261,16.88590794,0.056061466,0.982071731,36.0,36.0,36.0,36.0,5132.0,23.5403,4117.0,126.0,32.6746,35.0,1.3169,0.0181,0.2364,0.1101,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.39763662219047546,2658.223388671875,0.19792255759239197,28.25727653503418,24.17076301574707,1699.5565185546875,0.6276134252548218,0.3782074749469757,2740.69580078125,0.17696088552474976,29.09130096435547,23.192607879638672,1728.28271484375,0.6261367797851562,0.1623465120792389,736.1502075195312,0.117644764482975,7.809567928314209,10.880165100097656,539.4652099609375,0.12868821620941162,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,37,92.06032857,51.92385714,0.899868571,3.44716,104.32,44.002,0.90956,3.0011,35.0,35.0,35.0,35.0,58.57412937,17.88396135,0.056188454,0.884265765,37.0,37.0,37.0,37.0,5800.0,20.5988,4733.0,160.0,29.5813,38.0,1.3575,0.0169,0.2388,0.06597,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.39471274614334106,2585.666259765625,0.22523926198482513,27.671009063720703,24.664655685424805,1726.4652099609375,0.6266547441482544,0.38737043738365173,2662.768310546875,0.21233296394348145,28.384056091308594,23.008827209472656,1723.0496826171875,0.6335708498954773,0.15629883110523224,642.122314453125,0.12455268949270248,6.915010929107666,11.194655418395996,551.628662109375,0.12491881102323532,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,38,83.70538846,59.15192308,0.881972308,3.507392308,90.716,43.5665,0.891835,3.3032,26.0,26.0,26.0,26.0,50.9106611,43.05597738,0.062925017,0.985967707,38.0,38.0,38.0,38.0,5567.0,21.5446,4479.0,130.0,34.4538,25.0,1.3413,0.0229,0.2048,0.08581,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.45535531640052795,2320.3681640625,0.25340816378593445,24.57932472229004,21.76276206970215,1626.3201904296875,0.6738218069076538,0.4576173424720764,2315.35888671875,0.2413395345211029,24.477535247802734,19.97631072998047,1600.208984375,0.6857602596282959,0.15682876110076904,641.807373046875,0.1311390995979309,6.831275939941406,10.360333442687988,576.4402465820312,0.11820699274539948,,,,,,,,,
appliedMASKiso_flu_1mgml_roi3_8bit.ome,39,85.93742414,62.86210345,0.906926897,3.47157931,98.973,52.131,0.92633,3.2346,29.0,29.0,29.0,29.0,59.25012108,31.17944156,0.053462597,0.796512979,39.0,39.0,39.0,39.0,5968.0,19.9626,4784.0,140.0,34.1714,39.0,1.3617,0.0181,0.2178,0.09214,131072.0,,,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,1mgml,flu,flu,flu,flu,flu,flu,flu,roi3,roi3,roi3,roi3,roi3,roi3,roi3,0.43382394313812256,2444.30615234375,0.23694606125354767,25.9697265625,22.352210998535156,1671.297119140625,0.6590569019317627,0.4320656955242157,2444.776123046875,0.22022798657417297,25.949222564697266,20.985841751098633,1650.547607421875,0.6662518382072449,0.13866186141967773,557.2955932617188,0.13030551373958588,5.963229656219482,9.47818660736084,529.4071655273438,0.10662176460027695,,,,,,,,,
